6.229300000000000182e+03 1.219233703613281250e+01
6.229900000000000546e+03 1.285236454010009766e+01
6.230500000000000000e+03 1.351154232025146484e+01
6.231100000000000364e+03 1.416710948944091797e+01
6.231699999999999818e+03 1.481635379791259766e+01
6.232300000000000182e+03 1.545664215087890625e+01
6.232900000000000546e+03 1.608550071716308594e+01
6.233500000000000000e+03 1.670068550109863281e+01
6.234100000000000364e+03 1.729998588562011719e+01
6.234699999999999818e+03 1.788138961791992188e+01
6.235300000000000182e+03 1.844314575195312500e+01
6.235900000000000546e+03 1.898377418518066406e+01
6.236500000000000000e+03 1.950199699401855469e+01
6.237100000000000364e+03 1.999680328369140625e+01
6.237699999999999818e+03 2.046733856201171875e+01
6.238300000000000182e+03 2.091299629211425781e+01
6.238900000000000546e+03 2.133354187011718750e+01
6.239500000000000000e+03 2.172882843017578125e+01
6.240100000000000364e+03 2.209899330139160156e+01
6.240699999999999818e+03 2.244430541992187500e+01
6.241300000000000182e+03 2.276525878906250000e+01
6.241900000000000546e+03 2.306249427795410156e+01
6.242500000000000000e+03 2.333674240112304688e+01
6.243100000000000364e+03 2.358889007568359375e+01
6.243699999999999818e+03 2.381983375549316406e+01
6.244300000000000182e+03 2.403060531616210938e+01
6.244900000000000546e+03 2.422233390808105469e+01
6.245500000000000000e+03 2.439605712890625000e+01
6.246100000000000364e+03 2.455294036865234375e+01
6.246699999999999818e+03 2.469401741027832031e+01
6.247300000000000182e+03 2.482032394409179688e+01
6.247900000000000546e+03 2.493305778503417969e+01
6.248500000000000000e+03 2.503321456909179688e+01
6.249100000000000364e+03 2.512169837951660156e+01
6.249699999999999818e+03 2.519947814941406250e+01
6.250300000000000182e+03 2.526735877990722656e+01
6.250900000000000546e+03 2.532616806030273438e+01
6.251500000000000000e+03 2.537667465209960938e+01
6.252100000000000364e+03 2.541961288452148438e+01
6.252699999999999818e+03 2.545559692382812500e+01
6.253300000000000182e+03 2.548517227172851562e+01
6.253900000000000546e+03 2.550896644592285156e+01
6.254500000000000000e+03 2.552749061584472656e+01
6.255100000000000364e+03 2.554128646850585938e+01
6.255699999999999818e+03 2.555077552795410156e+01
6.256300000000000182e+03 2.555637550354003906e+01
6.256900000000000546e+03 2.555864906311035156e+01
6.257500000000000000e+03 2.555796623229980469e+01
6.258100000000000364e+03 2.555473327636718750e+01
6.258699999999999818e+03 2.554940605163574219e+01
6.259300000000000182e+03 2.554238319396972656e+01
6.259900000000000546e+03 2.553411102294921875e+01
6.260500000000000000e+03 2.552489852905273438e+01
6.261100000000000364e+03 2.551518821716308594e+01
6.261699999999999818e+03 2.550576210021972656e+01
6.262300000000000182e+03 2.549645805358886719e+01
6.262900000000000546e+03 2.548780822753906250e+01
6.263500000000000000e+03 2.548043251037597656e+01
