3.500041148116629756e+03 1.674936282585508495e-09
3.500141152232292370e+03 1.764716780768896442e-09
3.500241156347954529e+03 1.853506519927848085e-09
3.500341160463617143e+03 1.940867521520399174e-09
3.500441164579279302e+03 2.026385902882562313e-09
3.500541168694941916e+03 2.109678051175951699e-09
3.500641172810604075e+03 2.190395992881095642e-09
3.500741176926266689e+03 2.268231823568691229e-09
3.500841181041928849e+03 2.342921095316541371e-09
3.500941185157591462e+03 2.414245095211068140e-09
3.501041189273253622e+03 2.482031986328799492e-09
3.501141193388916236e+03 2.546156820819966899e-09
3.501241197504578395e+03 2.606540471615677919e-09
3.501341201620241009e+03 2.663147563353115309e-09
3.501441205735903168e+03 2.715983513032352810e-09
3.501541209851565782e+03 2.765090815590023819e-09
3.501641213967227941e+03 2.810544728185936951e-09
3.501741218082890555e+03 2.852448519046162353e-09
3.501841222198552714e+03 2.890928452009337912e-09
3.501941226314215328e+03 2.926128676616323426e-09
3.502041230429877487e+03 2.958206186092569649e-09
3.502141234545540101e+03 2.987325992576022806e-09
3.502241238661202260e+03 3.013656651321845662e-09
3.502341242776864874e+03 3.037366244393731152e-09
3.502441246892527033e+03 3.058618910637397912e-09
3.502541251008189647e+03 3.077571983652690498e-09
3.502641255123851806e+03 3.094373774126684113e-09
3.502741259239514420e+03 3.109162008263425401e-09
3.502841263355176579e+03 3.122062911019423392e-09
3.502941267470839193e+03 3.133190902142389815e-09
3.503041271586501352e+03 3.142648855153040890e-09
3.503141275702163966e+03 3.150528854764377441e-09
3.503241279817826126e+03 3.156913376983588880e-09
3.503341283933488739e+03 3.161876808313324861e-09
3.503441288049150899e+03 3.165487215950050120e-09
3.503541292164813512e+03 3.167808279447490327e-09
3.503641296280475672e+03 3.168901295673704866e-09
3.503741300396138286e+03 3.168827172692661608e-09
3.503841304511800445e+03 3.167648334074204613e-09
3.503941308627463059e+03 3.165430462709067253e-09
3.504041312743125218e+03 3.162244022124317842e-09
3.504141316858787832e+03 3.158165503234226850e-09
3.504241320974449991e+03 3.153278355130510805e-09
3.504341325090112605e+03 3.147673569656524965e-09
3.504441329205774764e+03 3.141449900893614499e-09
3.504541333321437378e+03 3.134713712107717006e-09
3.504641337437099537e+03 3.127578453966494396e-09
3.504741341552762151e+03 3.120163788752156104e-09
3.504841345668424310e+03 3.112594385670103040e-09
3.504941349784086924e+03 3.104998421988661640e-09
3.505041353899749083e+03 3.097505833432297673e-09
3.505141358015411697e+03 3.090246364776262113e-09
3.505241362131073856e+03 3.083347477742443422e-09
3.505341366246736470e+03 3.076932177873491769e-09
3.505441370362398629e+03 3.071116824887756410e-09
3.505541374478061243e+03 3.066008991951286486e-09
3.505641378593723402e+03 3.061705438255506820e-09
3.505741382709386016e+03 3.058290256233200346e-09
3.505841386825048176e+03 3.055833249725628311e-09
3.505941390940710789e+03 3.054388592551568427e-09
3.506041395056372949e+03 3.053993808424048396e-09
3.506141399172035563e+03 3.054669103285648952e-09
3.506241403287697722e+03 3.056417070226126834e-09
3.506341407403360336e+03 3.059222775595748468e-09
3.506441411519022495e+03 3.063054223157120785e-09
3.506541415634685109e+03 3.067863181564891191e-09
3.506641419750347268e+03 3.073586349557040653e-09
3.506741423866009882e+03 3.080146823386593086e-09
3.506841427981672041e+03 3.087455822573975133e-09
3.506941432097334655e+03 3.095414623309345389e-09
3.507041436212996814e+03 3.103916643994906502e-09
3.507141440328659428e+03 3.112849624617161729e-09
3.507241444444321587e+03 3.122097840915947532e-09
3.507341448559984201e+03 3.131544295619418824e-09
3.507441452675646360e+03 3.141072832207323382e-09
3.507541456791308974e+03 3.150570121541010521e-09
3.507641460906971133e+03 3.159927477989641962e-09
3.507741465022633747e+03 3.169042469075854474e-09
3.507841469138295906e+03 3.177820290820949815e-09
3.507941473253958520e+03 3.186174889540141385e-09
3.508041477369620679e+03 3.194029819479207506e-09
3.508141481485283293e+03 3.201318834073753492e-09
